Complexity,Loss,Equation
23,8.4259733e-7,"(((((x2 * 0.49662963) - x1) + exp(x1)) ^ ((0.13962893 ^ exp((x1 / x0) ^ 0.97275215)) * -0.40443188)) ^ (x0 ^ 0.97275215))"
24,7.8426507e-7,"((((x2 * 0.49662963) + (0.9847189 ^ x1)) ^ ((0.13962893 / exp(((x1 / 0.7121472) / x0) + (x1 / x0))) * -0.40443188)) ^ x0)"
26,6.095652e-7,"((((x2 * (0.49662963 + x1)) + 0.9847189) ^ ((0.13962893 / exp((((-0.011759736 + (x1 / 0.7121472)) + x1) / x0) + x1)) * -0.40443188)) ^ x0)"
28,6.0927727e-7,"((((x2 * (0.49662963 + x1)) + 0.9847189) ^ ((0.13962893 / exp(((((-0.011759736 * 1.0195674) + (x1 / 0.7121472)) + x1) / x0) + x1)) * -0.40443188)) ^ x0)"
29,6.0883366e-7,"((((x2 * (0.49662963 + x1)) + (exp(-0.04063537) ^ 0.36666742)) ^ ((0.13962893 / exp((((-0.011759736 + (x1 / 0.7121472)) + x1) / x0) + x1)) * -0.40443188)) ^ x0)"
30,5.956497e-7,"(((((x2 + (x1 * x1)) * (0.49662963 + x1)) + 0.9847189) ^ ((0.13962893 / exp((((-0.011759736 + (x1 / 0.7121472)) + x1) / x0) + x1)) * -0.40443188)) ^ x0)"
32,5.81539e-7,"(((((x2 + ((x1 * x1) * x1)) * (0.49662963 + x1)) + 0.9847189) ^ ((0.13962893 / exp((((-0.011759736 + (x1 / 0.7121472)) + x1) / x0) + x1)) * -0.40443188)) ^ x0)"
34,5.4535207e-7,"(((((x2 + ((x1 * x2) * (x1 ^ x2))) * (0.49662963 + x1)) + 0.9878755) ^ ((0.13962893 / exp((((-0.011759736 + (x1 / 0.7121472)) + x1) / x0) + x1)) * -0.40443188)) ^ x0)"
36,5.2670845e-7,"(((((x2 + (((x1 * x2) * (x1 ^ x2)) * x2)) * (0.49662963 + x1)) + 0.9847189) ^ ((0.13962893 / exp((((-0.011759736 + (x1 / 0.7121472)) + x1) / x0) + x1)) * -0.40443188)) ^ x0)"
37,5.219274e-7,"(((((x2 + (((x1 * x2) * (x1 ^ x2)) * exp(x1))) * (0.49662963 + x1)) + 0.9847189) ^ ((0.13962893 / exp((((-0.011759736 + (x1 / 0.7121472)) + x1) / x0) + x1)) * -0.40443188)) ^ x0)"
38,5.209386e-7,"(((((x2 + (((x1 * x2) * (x1 ^ (x2 * 1.9605532))) * x2)) * (0.49662963 + x1)) + 0.9847189) ^ ((0.13962893 / exp((((-0.011759736 + (x1 / 0.7121472)) + x1) / x0) + x1)) * -0.40443188)) ^ x0)"
39,5.131228e-7,"(((((x2 + ((exp(x1) * x2) * (x1 ^ ((x2 ^ x1) - -3.5132601)))) * (0.49662963 + x1)) + 0.9878755) ^ ((0.13962893 / exp((((-0.011759736 + (x1 / 0.7121472)) + x1) / x0) + x1)) * -0.40443188)) ^ x0)"
40,5.07057e-7,"(((((x2 + (((exp(x1) * x2) * (x1 ^ (x2 - -3.5132601))) * exp(x1))) * (0.49662963 + x1)) + 0.9878755) ^ ((0.13962893 / exp((((-0.011759736 + (x1 / 0.7121472)) + x1) / x0) + x1)) * -0.40443188)) ^ x0)"
41,5.0432743e-7,"(((((x2 + ((exp(x1) * (x2 + x2)) * (x1 ^ ((x2 ^ x1) - -3.5132601)))) * (0.49662963 + x1)) + 0.9878755) ^ ((0.13962893 / exp((((-0.011759736 + (x1 / 0.7121472)) + x1) / x0) + x1)) * -0.40443188)) ^ x0)"
42,4.972052e-7,"(((((x2 + (((exp(x1) * x2) * (x1 ^ (x1 - -3.5132601))) * exp(x1))) * (0.49662963 + x1)) + 0.9878755) ^ ((0.13962893 / exp((((-0.011759736 + (x1 / 0.7121472)) + (x1 ^ 0.97376287)) / x0) + x1)) * -0.40443188)) ^ x0)"
44,4.8060724e-7,"(((((x2 + (((exp(x1) * x2) * (x1 ^ ((x2 ^ x1) - -3.5132601))) * exp(x1))) * (0.49662963 + x1)) + 0.9878755) ^ ((0.13962893 / exp((((-0.011759736 + (x1 / 0.7121472)) + (x1 ^ 0.97376287)) / x0) + x1)) * -0.40443188)) ^ x0)"
46,4.768489e-7,"(((((x2 + (((exp(x1) * x2) * (x1 ^ ((x2 ^ x1) - -3.5132601))) * exp(x1))) * (0.49662963 + x1)) + 0.9878755) ^ ((0.13962893 / exp((((-0.011759736 + (x1 / 0.7121472)) + (x1 ^ (0.97376287 ^ 1.2439939))) / x0) + x1)) * -0.40443188)) ^ x0)"
