Complexity,Loss,Equation
1,0.0002741987,"0.9833951"
2,0.00027419868,"log(2.6734953)"
3,0.00017800486,"(0.96844465 ^ x0)"
5,9.821841e-5,"((0.9879094 ^ x2) ^ x0)"
6,9.821835e-5,"((exp(x0) ^ -0.01216147) ^ x2)"
7,5.813496e-5,"(((x1 ^ 0.0023699685) ^ x0) ^ x2)"
8,2.9560866e-5,"((0.9855247 ^ x0) ^ (x2 / exp(x1)))"
9,1.1003423e-5,"(((0.98434716 ^ x0) ^ x2) ^ (0.04212178 ^ x1))"
10,9.530711e-6,"((0.9842672 ^ x0) ^ (x2 / (exp(x2) ^ x1)))"
11,6.224562e-6,"(((0.9868386 ^ x0) ^ (x2 - -0.704102)) ^ (0.04064276 ^ x1))"
13,4.8478896e-6,"(((0.9868386 ^ (x2 + 0.741399)) ^ (0.054646373 ^ (x1 / x0))) ^ x0)"
14,4.1002913e-6,"((0.98453367 ^ x0) ^ ((x2 * 1.435131) / ((exp(x1) + 0.08731517) ^ x2)))"
15,3.247512e-6,"((0.98453367 ^ x0) ^ ((x2 ^ 0.75536406) / (0.6924165 + (2.6734953 / (x0 / x1)))))"
16,3.179715e-6,"((0.98453367 ^ x0) ^ ((x2 ^ 0.75536406) / (0.6924165 + (exp(1.0539957) / (x0 / x1)))))"
17,2.3257255e-6,"((0.98453367 ^ x0) ^ ((x2 ^ 0.75536406) / (0.6924165 + (2.6734953 / ((x0 / x1) + -0.3414531)))))"
18,1.9980346e-6,"((0.98453367 ^ x0) ^ ((x2 ^ 0.75536406) / (0.6924165 + ((exp(x1) / 0.43985936) / (x0 / x1)))))"
19,1.9621157e-6,"((0.98453367 ^ x0) ^ ((x2 ^ 0.75536406) / ((0.6924165 + (exp(exp(x1)) / (x0 / x1))) - x1)))"
20,1.8040253e-6,"((0.98453367 ^ x0) ^ ((x2 ^ 0.75536406) / (0.6924165 + (exp(x1 / x0) / (x0 / (x1 + x1))))))"
21,1.578594e-6,"((0.9842672 ^ x0) ^ (((x2 ^ (0.75536406 - 0.035927307)) * 1.4264574) / (0.9879094 + (exp(exp(x1)) / (x0 / x1)))))"
22,1.4976914e-6,"((0.98453367 ^ x0) ^ (((x2 ^ (0.98453367 + -0.2875117)) * 1.435131) / (exp(-0.0740624) + (exp(exp(x1)) / (x0 / x1)))))"
23,1.2991546e-6,"((0.9842672 ^ x0) ^ (((x2 ^ (0.75536406 - 0.04615414)) * 1.4238836) / (0.9879094 + (exp(exp(x1)) / (x0 / (x1 + -0.0068071596))))))"
25,1.2778256e-6,"((0.9842672 ^ x0) ^ (((x2 ^ (0.75536406 - 0.04615414)) * 1.4238836) / (0.9879094 + ((exp(exp(x1)) + x1) / (x0 / (x1 + -0.0068071596))))))"
27,1.2702551e-6,"((0.98453367 ^ x0) ^ (((x2 ^ 0.75536406) * 1.435131) / (((0.8510194 ^ 0.72973484) ^ (0.98453367 + (-0.2875117 * x2))) + (exp(exp(x1)) / (x0 / x1)))))"
29,1.2192208e-6,"((0.98453367 ^ x0) ^ (((x2 ^ 0.75536406) * 1.435131) / (((0.8510194 ^ x0) ^ (0.98453367 + (-0.2875117 * x2))) + (exp(exp(x1 ^ x0)) / (x0 / x1)))))"
31,1.0749721e-6,"((0.98453367 ^ x0) ^ (((x2 ^ 0.75536406) * 1.435131) / (((0.8510194 ^ 0.72973484) ^ (0.98453367 + (-0.2875117 * x2))) + (exp(exp(x1)) / ((x0 ^ (x2 ^ x1)) / x1)))))"
