Complexity,Loss,Equation
1,0.00027419868,"0.98339283"
3,0.0001780049,"(0.9684551 ^ x0)"
4,0.00017800489,"(log(2.6338603) ^ x0)"
5,9.8218654e-5,"((0.9879033 ^ x2) ^ x0)"
7,5.81693e-5,"((x1 ^ (0.0023608746 * x2)) ^ x0)"
8,2.9579378e-5,"((0.9856099 ^ x0) ^ (x2 / exp(x1)))"
9,1.0900037e-5,"(((0.983936 ^ (0.03385288 ^ x1)) ^ x2) ^ x0)"
10,9.289982e-6,"(0.983936 ^ ((x2 * x0) / exp(x1 * x2)))"
11,3.7911561e-6,"((0.9765525 ^ ((0.02410498 ^ x1) * x0)) ^ (x2 ^ 0.7210537))"
12,3.6733397e-6,"(((0.9765525 ^ (0.050233576 ^ x1)) ^ (x2 ^ exp(-0.3398213))) ^ x0)"
13,2.0701327e-6,"((0.9765525 ^ ((0.050233576 ^ (x1 / x0)) * x0)) ^ (x2 ^ 0.7210537))"
14,1.8848924e-6,"((0.9765525 ^ ((0.050233576 ^ (x1 / x0)) * x0)) ^ (x2 ^ exp(-0.3398213)))"
15,1.6885439e-6,"((0.9765525 ^ (0.050233576 ^ (x1 / x0))) ^ (((x2 ^ 0.7210537) * x0) ^ 0.9727286))"
16,1.4326454e-6,"((0.9765525 ^ ((0.050233576 ^ ((x1 * 0.8773025) / x0)) * x0)) ^ (x2 ^ exp(-0.3398213)))"
17,1.3238661e-6,"((0.9765525 ^ ((0.050233576 ^ (x1 / x0)) * x0)) ^ (((x2 ^ 0.7210537) + x1) ^ 0.9727286))"
18,1.2195212e-6,"((0.9765525 ^ (0.050233576 ^ (x1 / (log(3.060872) * x0)))) ^ (((x2 ^ 0.7210537) * x0) ^ 0.9727286))"
20,1.1993194e-6,"((0.9765525 ^ (0.050233576 ^ (x1 / (x0 * (exp(0.64690727) - 0.67816734))))) ^ (((x2 ^ 0.7210537) * x0) ^ 0.9727286))"
22,1.1407906e-6,"((((1.0607527 ^ -0.3293391) ^ ((x0 * 0.11083883) ^ ((x1 / x0) - 0.07865142))) ^ x0) ^ ((x2 ^ exp(-0.3398213)) ^ 0.98059064))"
26,1.1015287e-6,"((((1.0607527 ^ -0.3293391) ^ (((x0 ^ 0.5085811) * (0.79247814 * 0.11083883)) ^ ((x1 / x0) - 0.07865142))) ^ x0) ^ ((x2 ^ exp(-0.3398213)) ^ 0.9765525))"
27,1.0460574e-6,"((((1.0607527 ^ -0.3293391) ^ (0.12961714 ^ ((x1 / x0) - 0.07865142))) ^ (((1.1711993 ^ x1) ^ (x1 - x2)) * (x0 ^ 0.9765525))) ^ (x2 ^ 0.72357774))"
29,9.907965e-7,"((((1.0607527 ^ -0.3293391) ^ (0.12961714 ^ ((x1 / x0) - 0.07865142))) ^ (((1.1711993 ^ x1) ^ (x0 - (x2 / x0))) * (x0 ^ 0.9765525))) ^ (x2 ^ 0.72357774))"
31,9.839549e-7,"((((1.0607527 ^ -0.3293391) ^ (0.12961714 ^ ((x1 / (x0 ^ 0.92254525)) - 0.07865142))) ^ (((1.1711993 ^ x1) ^ (x0 - (x2 / x0))) * (x0 ^ 0.9765525))) ^ (x2 ^ 0.72357774))"
32,9.54954e-7,"((((1.0607527 ^ -0.3293391) ^ (0.12961714 ^ ((x1 / x0) - 0.07865142))) ^ ((x2 ^ ((x2 * x1) / ((exp(1.8212305) * x0) / -0.6710086))) * (x0 ^ 0.9765525))) ^ (x2 ^ 0.72357774))"
34,9.1488454e-7,"((((1.0607527 ^ -0.3293391) ^ (0.12961714 ^ ((x1 / x0) - 0.07865142))) ^ ((x2 ^ (((x2 * x1) / (exp(1.8212305) / -0.6710086)) + (0.11957438 ^ x2))) * (x0 ^ 0.9765525))) ^ (x2 ^ 0.72357774))"
36,8.6005264e-7,"((((1.0607527 ^ -0.3293391) ^ (0.12961714 ^ ((x1 / x0) - 0.07865142))) ^ ((x2 ^ (((x2 * x1) / ((exp(1.8212305) * x0) / -0.6710086)) + (0.11957438 ^ x2))) * (x0 ^ 0.9765525))) ^ (x2 ^ 0.72357774))"
38,8.0949656e-7,"((((1.0607527 ^ -0.3293391) ^ (0.12961714 ^ ((x1 / x0) - 0.07865142))) ^ ((x2 ^ (((x2 * x1) / ((exp(1.8212305) * x0) / -0.6710086)) + (0.11957438 ^ x2))) * (x0 ^ (0.9765525 ^ 1.7508156)))) ^ (x2 ^ 0.72357774))"
40,7.658459e-7,"((((1.0607527 ^ -0.3293391) ^ (0.12961714 ^ ((x1 / x0) - 0.07865142))) ^ ((x2 ^ (((x2 * x1) / ((exp(1.8212305) * x0) / -0.6710086)) + ((0.11957438 ^ x2) * 0.3941119))) * (x0 ^ (0.9765525 ^ 1.7508156)))) ^ (x2 ^ 0.72357774))"
